nazwa firmy;adres;www;email;telefony;branże
Wszelkie Wyroby Drzewne-Wyrób i Sprzedaż Krzysztof i Piotr Staszczak S.c.;Sidzina 101134-236 Sidzina;www.staszczak.com.pl;None;['kom. 513 037 992', 'kom. 604 334 169'];['Drewno, wyroby drewniane i drewnopochodne']
Wyrób Uli-Usługi Helena Abramowska;ul. Barczewskiego 9511-001 Dywity;www.ulewielkopolskie.pl;None;['kom. 601 633 882'];['Drewno, wyroby drewniane i drewnopochodne']
Zakład Produkcji Stolarskiej Kacper Andrzej Pilipa;Ruda Milicka 156-300 Milicz;None;None;['tel./fax (71) 384 22 25', 'kom. 604 958 853'];['Drewno, wyroby drewniane i drewnopochodne']
Zakład Produkcyjno-Usługowy STOLARSTWO Andrzej Larek;Lamki 48c63-400 Ostrów Wielkopolski;www.stolarstwolarek.pl;None;['tel. (62) 734 93 06'];['Drewno, wyroby drewniane i drewnopochodne']
Zakład Przerobu Surowca Leśnego;Zabiele 6121-104 Niedźwiada;www.dobramiotla.com;None;['tel. (81) 851 33 21', 'kom. 609 710 412'];['Drewno, wyroby drewniane i drewnopochodne']
Zakład Tokarstwa w Drewnie;ul. Kolejowa 2317-200 Hajnówka;www.tralkidrewniane.pl;None;['tel. (85) 683 33 25'];['Drewno, wyroby drewniane i drewnopochodne']
Zakład Wytwarzania Oklein Iwona Kędra, Janusz Kędra S.c.;ul. Spacerowa 18697-500 Radomsko;www.okleiny-kedra.pl;None;['tel. (44) 738 18 59', 'fax (44) 738 18 58', 'kom. 609 826 299'];['Drewno, wyroby drewniane i drewnopochodne']
ZRÓB TO SAM Telec Zbigniew;ul. Elektronowa 265-730 Zielona Góra;www.zrobtosam.zgora.pl;None;['tel. (68) 451 94 90', 'kom. 601 790 889', 'kom. 601 882 505', 'tel. (68) 451 94 88'];['Drewno, wyroby drewniane i drewnopochodne']
Plasterek Drewna Mateusz Kubik;osiedle Sordyle 1834-125 Rzyki;None;None;None;['Meble', 'Drewno, wyroby drewniane i drewnopochodne']
B.H.U. DREW-KRAK;ul. Podgórska 3031-035 Kraków - Podgórze;www.drew-krak.pl;None;['tel. (12) 431 12 26', 'kom. 604 997 337', 'kom. 512 178 059'];['Opałowe materiały', 'Drewno, wyroby drewniane i drewnopochodne']
BISEK Producent Domków Letniskowych i Całorocznych;ul. Piaskowa 66 Rybie05-090 Raszyn;www.bisek.pl;None;['tel. (022) 720 23 23', 'kom. 501 787 808'];['Firmy budowlane', 'Drewno, wyroby drewniane i drewnopochodne']
Drew-mar Marek Jeziorski;Białka 9727-100 Iłża;www.drew-mar.mazowsze.info;None;['tel./fax (48) 616 31 80', 'kom. 601 695 023'];['Dachy - materiały i pokrycia dachowe', 'Drewno, wyroby drewniane i drewnopochodne', 'Tartaki']
DREW-TRANS;Nowa Huta 4326-035 Raków;None;None;['kom. 508 770 175', 'kom. 502 536 881'];['Transport, spedycja', 'Drewno, wyroby drewniane i drewnopochodne']
DREWLIT Grzecznik;ul. Wesoła 1255-120 Pęgów;www.drewlit.wroclaw.pl;None;['tel. (71) 310 71 22', 'fax (71) 310 79 83', 'kom. 504 029 301'];['Meble', 'Drewno, wyroby drewniane i drewnopochodne', 'Schody, poręcze, balustrady']
Ekomax;ul. Jesionowa 12a62-052 Komorniki;www.ekomax-lis.webpark.pl;None;['kom. 501 406 017'];['Ceramika, porcelana', 'Zabawki', 'Drewno, wyroby drewniane i drewnopochodne']
F.I.W. Peon Polska;ul. A. Boboli 887-100 Toruń;www.peon.pl;None;['tel./fax (56) 651 13 98'];['Remonty i usługi budowlane', 'Drewno, wyroby drewniane i drewnopochodne']
F.P.H. MARKA-G&W;ul. mjr Kusiaka 3837-740 Bircza;www.goldandwood.pl;None;['kom. 608 587 435'];['Podłogi - parkiety, panele', 'Drewno, wyroby drewniane i drewnopochodne']
Firma Handlowa Praktyczny Pan;ul. Śląska 7280-389 Gdańsk;www.praktycznypan.republika.pl;None;['tel. (58) 553 68 23'];['Meble', 'Akcesoria meblowe', 'Drewno, wyroby drewniane i drewnopochodne']
Holz Klein DRZWI;ul. Osiedlowa 2564-223 Kębłowo;www.holzkleindrzwi.pl;None;['tel. (068) 384 19 82', 'kom. 519 170 995'];['Drzwi', 'Drewno, wyroby drewniane i drewnopochodne']
KĘDZIERSKI Stolarstwo Meblowe;ul. 11 Listopada 4341-705 Ruda Śląska;www.mojemeble.com;None;['tel. (32) 240 91 67', 'kom. 501 707 404'];['Meble', 'Meble kuchenne', 'Drewno, wyroby drewniane i drewnopochodne']
LIMBA Wyroby Ogrodowe;Kukowo19-400 Olecko;www.limba.mazury.pl;None;['tel. (87) 523 01 72', 'fax (87) 523 05 27'];['Meble ogrodowe', 'Drewno, wyroby drewniane i drewnopochodne']
P.P.H.U. Fanax;ul. Nowa 546-020 Czarnowąsy;www.fanax.pl;None;['kom. 502 173 271'];['Remonty i usługi budowlane', 'Drewno, wyroby drewniane i drewnopochodne']
Pracownia Wyrobów Drewnianych;Budy Józefowskie 5496-325 Radziejowice;www.meble-grzelak.pl;None;['kom. 602 751 927'];['Meble', 'Drewno, wyroby drewniane i drewnopochodne']
Przedsiębiorstwo Handlu Opałem, Złomem i Materiałami Budowlanymi Dariusz Repetyński;ul. Pszczyńska 5544-100 Gliwice;www.opalgliwice.pl;None;['tel. (32) 331 65 60', 'tel./fax (32) 335 41 44'];['Opałowe materiały', 'Drewno, wyroby drewniane i drewnopochodne', 'Gazy techniczne', 'Materiały budowlane']
Stolarnia Zbigniew Zalewski;ul. Lawendowa 960-175 Poznań - Grunwald;www.stolarkaotworowa.republika.pl;None;['tel./fax (61) 867 83 12', 'kom. 515 253 007'];['Schody, poręcze, balustrady', 'Okna', 'Drzwi', 'Drewno, wyroby drewniane i drewnopochodne']
Stolarstwo Drew-Dom Michał Rusinek;Kłodzisko 3964-510 Wronki;www.drew-dom.klodzisko.pl;None;['tel. (67) 254 72 52', 'kom. 501 052 880'];['Stolarstwo', 'Drewniane domy', 'Drewno, wyroby drewniane i drewnopochodne']
Usługi Stolarskie Krzysztof Krupski;ul. Ogrodowa 574-304 Nowogródek Pomorski;www.krupskistolarstwo.pl;None;['kom. 609 405 317'];['Schody, poręcze, balustrady', 'Drewno, wyroby drewniane i drewnopochodne', 'Meble']
Usługowo-Handlowy Zakład Tartaczny MATYSZ-DREW S.c.;Skibno 7376-004 Sianów;www.matysz-drew.pl;None;['tel./fax (94) 318 68 92', 'kom. 691 024 311', 'kom. 512 252 021', 'kom. 512 252 022'];['Tartaki', 'Drewno, wyroby drewniane i drewnopochodne']
W.W. SYSTEM;ul. Sochaczewska 89a Paprotnia96-515 Teresin;www.wwsystem.eu;None;['tel./fax (46) 861 30 93', 'kom. 602 691 689'];['Palety - skup, produkcja, sprzedaż', 'Drewno, wyroby drewniane i drewnopochodne']
WAPEX;Rynek Główny 1/331-042 Kraków - Śródmieście;www.wapex.com.pl;None;['kom. 602 228 863', 'tel. (012) 429 16 47', 'tel. (012) 431 96 10'];['Zabawki', 'Drewno, wyroby drewniane i drewnopochodne', 'Upominki, pamiątki']
WĘGLODREW;ul. Lubelska 2910-406 Olsztyn;www.weglodrew.pl;None;['tel./fax (89) 534 58 05', 'kom. 660 410 269'];['Opałowe materiały', 'Drewno, wyroby drewniane i drewnopochodne']
YelTar;ul. Dąb 143-608 Jaworzno;www.yeltar.pl;None;['tel. (32) 314 00 42', 'kom. 501 598 544', 'kom. 505 146 559'];['Tartaki', 'Drewno, wyroby drewniane i drewnopochodne']
Z.P.H. WALPAK Waldemar Gorzkowski;Płóczki Górne 130b59-600 Lwówek Śląski;www.walpak.pl;None;['tel./fax (75) 789 06 04', 'kom. 604 680 550'];['Opakowania i pojemniki', 'Drewno, wyroby drewniane i drewnopochodne']
Zakład Meblarski SZYK;ul. Dębowa 366-016 Płoty;www.zaklad-meblarski.pl;None;['kom. 607 655 336'];['Meble', 'Stolarstwo', 'Drewno, wyroby drewniane i drewnopochodne']
Zakład Przemysłu Drzewnego Henryk Zawartko;ul. Spółdzielcza 428-340 Sędziszów;www.zpd.pl;None;['tel. (41) 381 10 20', 'fax (41) 381 10 19', 'kom. 604 484 895'];['Tartaki', 'Drewno, wyroby drewniane i drewnopochodne']
Zakład Stolarski Grzegorz Porzycki;Barwałd Średni 146a34-124 Klecza Górna;www.porzycki.pl;None;['tel. (33) 876 59 85', 'kom. 509 670 312', 'kom. 603 186 913'];['Stolarstwo', 'Drzwi', 'Okna', 'Drewno, wyroby drewniane i drewnopochodne']
Zakład Usług Leśnych Kazimierz Szpiech - Agroturystyka;Wara 10836-245 Nozdrzec;None;None;['tel. (13) 439 88 20', 'kom. 501 235 901'];['Agroturystyka', 'Drewno, wyroby drewniane i drewnopochodne', 'Pokoje gościnne, domki letniskowe', 'Turystyka', 'Tartaki']
Zakład Usług Stolarskich Brylowski Andrzej;ul. Słowackiego 2883-300 Kartuzy;www.schodydrzwi.pl;None;['kom. 606 673 526', 'kom. 604 590 589'];['Stolarstwo', 'Schody, poręcze, balustrady', 'Drewno, wyroby drewniane i drewnopochodne']
Atest Gaz A.M.Pachole Sp.j.;ul. Spokojna 344-109 Gliwice;www.atestgaz.pl;biuro@atestgaz.pl;['tel. (32) 234 92 70', 'tel. (32) 238 87 94', 'fax (32) 234 92 71'];['Elektronika', 'Automatyka przemysłowa']
Fabrykapcb MARGOL Electronics Sp. z o.o. - Obwody drukowane;ul. Wczasowa 1442-290 Blachownia;www.fabrykapcb.pl;listy®fabrykapcb.p|;['kom. 605 936 542'];['Elektronika']
PAKT Electronics;ul. Papieżka 71a87-800 Włocławek;www.paktel.pl;info@paktel.pl;['kom. 601 420 779', 'kom. 608 664 589', 'kom. 662 236 663', 'tel./fax (54) 237 12 50'];['Elektronika', 'Automatyka przemysłowa']
CONEC Polska Sp. z o.o.;ul. Szmaragdowa 1052-215 Wrocław - Krzyki;www.conec.com;info@conec.pl;['tel. (71) 374 40 45', 'fax (71) 374 40 49'];['Elektronika', 'Automatyka przemysłowa']
ELPIN Barbara Macura;ul. Bacha 2202-743 Warszawa - Mokotów;www.elpinpcb.com.pl;biuro@elpinpcb.com.pl;['tel./fax (22) 847 48 29', 'tel./fax (22) 843 17 68'];['Elektronika']
ELPLAST PPUH Sp. z o.o.;ul. Armii Krajowej 958-100 Świdnica;www.elplast.pl;sekretariat@elplast.pl;['tel./fax (74) 852 38 20', 'kom. 607 521 547'];['Elektronika', 'Elektrotechnika - sprzęt, usługi']
Eltronika Sp. z o.o.;ul. Warszawska 41 pok.705-092 Łomianki;www.eltronika.pl;biuro@eltronika.pl;['tel. (22) 751 97 44', 'fax (22) 188 18 12'];['Elektronika', 'Automatyka przemysłowa', 'Telekomunikacyjne usługi, systemy']
LASTENIC LASER & ELECTRONICS sp. z o.o.;ul. Husarska 558-100 Świdnica;www.lastenic.com;info@lastenic.com;['tel. (74) 851 48 77', 'kom. 697 977 732'];['Elektronika', 'Obróbka metali, wyroby metalowe, metale kolorowe']
Lepolam Wichrowscy Sp.j.;ul. Przemysłowa 3526-052 Nowiny;www.lepolam.pl;sprzedaz@lepolam.com.pl;['tel. (41) 348 03 63', 'kom. 602 272 979'];['Elektronika']
LINAK Danmark A/S S.A. Oddział w Polsce;aleja Zjednoczenia 3601-830 Warszawa - Bielany;www.linak.pl;dkpaw@linak.dk;['tel. (22) 295 09 70', 'tel. (22) 295 09 71'];['Elektronika', 'Elektrotechnika - sprzęt, usługi', 'Klimatyzacja, wentylacja i chłodnictwo']
Mark Electronics Sp. z o.o. Sp.komandytowa;Niegoszowice 14532-064 Rudawa;www.markelectronics.eu;biuro@mark.krakow.pl;['tel./fax (12) 631 26 60', 'kom. 601 726 821', 'kom. 783 726 821'];['Elektronika', 'Telewizja przemysłowa, monitoring wizyjny CCTV']
MITRA Sp. z o.o.;ul. Grunwaldzka 399-300 Kutno;www.mitra.com.pl;mitra@mitra.com.pl;['tel. (24) 355 13 36', 'tel./fax (24) 253 60 71'];['Elektronika']
NOWA ELEKTRONIKA Stachura Grzegorz;Wysoka ul. Żeromskiego 442-450 Łazy;www.nowaelektronika.com.pl;nowa_stachura@poczta.fm;['kom. 691 507 559', 'tel. (32) 671 97 28'];['Elektronika']
PPHU ELEKTRO-MIZ Zbigniew Mizerny;ul. Lenartowicka 3963-300 Pleszew;www.elektro-miz.pl;info@elektro-miz.pl;['tel./fax (62) 742 58 19', 'tel. (62) 742 76 28', 'kom. 502 613 854'];['Elektronika', 'Instalacje grzewcze i ogrzewanie']
REO CROMA Sp. z o.o.;ul. Pożaryskiego 2804-703 Warszawa - Wawer;www.croma.com.pl;croma@croma.com.pl;['tel. (22) 812 61 82', 'tel. (22) 812 30 66', 'fax (22) 815 69 06'];['Elektronika', 'Elektrotechnika - sprzęt, usługi', 'Automatyka przemysłowa', 'Pomiary, urządzenia pomiarowe']
REZAL Zakład Rezystorów;ul. Zabłocie 3930-701 Kraków - Podgórze;www.rezal.com.pl;rezal@rezal.com.pl;['tel. (12) 257 10 43', 'fax (12) 423 51 05'];['Elektronika']
Robtools SMT Sp. z o.o.;ul. Dobrzyńska 685-189 Bydgoszcz;www.robtools.pl;kacper.jagla@robtools.pl;['tel./fax (52) 346 60 92', 'kom. 509 807 133', 'kom. 505 700 522', 'kom. 518 633 620', 'kom. 786 861 254'];['Elektronika', 'Meble', 'Przemysłowe maszyny i urządzenia']
SEMICON Sp. z o.o.;ul. Zwoleńska 43/43a04-761 Warszawa - Wawer;www.semicon.com.pl;info@semicon.com.pl;['tel. (22) 615 64 31', 'tel. (22) 615 73 71', 'fax (22) 615 73 75'];['Elektronika', 'Pomiary, urządzenia pomiarowe', 'Automatyka przemysłowa']
TME Transfer Multisort Elektronik Sp. z o.o.;ul. Ustronna 4193-350 Łódź - Górna;www.tme.eu;tme@tme.pl;['tel. (42) 645 55 55', 'fax (42) 645 55 00', 'tel. (42) 645 54 00'];['Elektronika', 'Automatyka przemysłowa', 'Elektrotechnika - sprzęt, usługi']
AKSOTRONIK Paweł Górski;ul. Podgórna 13a05-074 Nowy Konik;www.aksotronik.com.pl;biuro@elpod.com.pl;['tel. (22) 783 20 51', 'fax (22) 783 33 64'];['Elektronika']
ABE Complex Technology;ul. Grodkowska 4/148-385 Otmuchów;www.abe-kamery.pl;None;['tel./fax (77) 431 46 44', 'kom. 508 256 234'];['Elektronika']
Aptel;ul. Produkcyjna 106a15-680 Białystok;www.aptel.pl;None;['kom. 698 625 020', 'kom. 698 654 020'];['Elektronika']
Autoperformance;ul. Dębowa 1364-920 Piła;www.chiptuning-pila.pl;None;['kom. 666 733 332'];['Elektronika', 'Elektrotechnika - sprzęt, usługi', 'Motoryzacja, akcesoria, usługi motoryzacyjne']
Darekon Sp. z o.o.;ul. Batalionów Chłopskich 183-000 Pruszcz Gdański;www.darekon.pl;None;['kom. 694 484 822'];['Elektronika']
DART ELEKTRONIK;ul. Dworcowa 9/1a50-456 Wrocław - Krzyki;www.dartelektronik.com.pl;None;['tel. (71) 344 25 93'];['Elektronika']
DIKO TECH;ul. Banachiewicza 1142-202 Częstochowa;www.diko-tech.pl;None;['tel. (34) 322 61 96', 'kom. 600 016 557'];['Elektronika']
DVBsklep.pl Telewizja Cyfrowa;ul. Zbrojarzy 2430-412 Kraków - Podgórze;www.dvbsklep.pl;None;['kom. 603 445 940'];['Elektronika', 'Anteny']
EASY ROBOT Piotr Cajdler;ul. Łódzka 1895-100 Zgierz;www.sklep.easyrobot.pl;None;['kom. 609 439 230'];['Elektronika']
ELEKTRIM Hurtownia Elektryczna Rafał Bujak;ul. Niecała 129-100 Włoszczowa;www.elektrim-wloszczowa.pl;None;['tel./fax (41) 394 21 66', 'tel. (41) 394 21 12'];['Elektronika', 'Automatyka przemysłowa', 'Kable, przewody, światłowody']
Elektronik;ul. Gorbatowa 14a07-410 Ostrołęka;www.elektronik.and.pl;None;['tel. (29) 764 78 88'];['Elektronika']
ELEKTRONIKA SERWIS Marek Drzewiecki;ul. Jachowicza 1709-402 Płock;www.serwis-plock.eu;None;['kom. 503 890 766'];['Elektronika']
F.H.U. ELRO;ul. Ostatnia 1209-451 Radzanowo;www.elro-elektryka.pl;None;['kom. 501 617 353', 'kom. 502 934 596'];['Elektronika']
Hi-Fi Centrum;ul. Winnicka 425-334 Kielce;www.hifi.kielce.com;None;['tel. (41) 343 24 66'];['Elektronika', 'Systemy dźwiękowe i nagłośnieniowe', 'RTV, wideo - naprawa, sprzedaż, produkcja']
HOTA.pl;ul. Fasolowa 387-100 Toruń;www.hota.pl;None;['kom. 799 099 898'];['Elektronika']
IVONA Software Sp. z o.o.;Aleja Zwycięstwa 96/9881-451 Gdynia;www.ivona.com;None;['tel. (58) 783 49 51', 'fax (58) 732 90 91'];['Elektronika', 'Komputery, oprogramowanie']
KP-Elektronika;ul. Szkolna 358-200 Dzierżoniów;www.kp-elektronika.pl;None;['kom. 513 102 507', 'kom. 515 178 736'];['Elektronika', 'Pomiary, urządzenia pomiarowe', 'Automatyka przemysłowa']
LINCOR i LINCOR Sp. z o.o.;ul. Julianowska 82b05-509 Julianów;www.lincor.pl;None;['tel./fax (22) 258 00 57'];['Elektronika']
MACMED.PL;ul. Wojewódzka 1740-026 Katowice;www.macmed.pl;None;['tel. (32) 209 20 04'];['Elektronika']
MDS ELEKTRONIK M.Dulęba Sp.j.;ul. Nowaka Jeziorskiego 7325-432 Kielce;www.mds.fan.pl;None;['tel./fax (041) 331 80 91', 'tel./fax (041) 362 39 36', 'tel./fax (041) 368 52 79', 'tel./fax (041) 362 39 35'];['Elektronika', 'RTV, wideo - naprawa, sprzedaż, produkcja']
Orbit One Sp. z o.o.;ul. Wojska Polskiego 18b82-550 Prabuty;www.orbitone.pl;None;['tel. (55) 262 44 80'];['Elektronika']
P.H.U. KATRONIX - Sklep Internetowy;ul. Toruńska 3085-023 Bydgoszcz;www.katronix.com.pl;None;['tel. (52) 371 45 69'];['Elektronika', 'Elektrotechnika - sprzęt, usługi']
PHU DIODAK;ul. Kaliska 1462-300 Września;None;None;['kom. 503 784 308'];['Elektronika', 'Informatyka', 'Telefony komórkowe - akcesoria, sprzedaż, naprawa, usługi']
PHUP TELE-ELEKTRONIKA;ul. Odrodzenia 1789-642 Rytel;www.tele-elektronika.com.pl;None;['tel. (52) 398 52 88'];['Elektronika']
PolCam Systems Sp. z o.o.;ul. Plutonu Torpedy 27a02-495 Warszawa - Ursus;www.polcam.com;None;['tel. (22) 846 46 00', 'fax (22) 300 15 78'];['Elektronika']
PPH INFRATEX;ul. Meander 2202-791 Warszawa - Ursynów;www.infratex.com.pl;None;['tel. (022) 894 46 80', 'fax (022) 894 46 79'];['Elektronika']
PPHU JAD;ul. Reymonta 14/1690-491 Łódź;www.jad.pl;None;['tel./fax (42) 682 54 67'];['Elektronika']
RAKL INNOVATE;ul. Armii Krajowej 4899-400 Łowicz;www.rakl.pl;None;['kom. 606 891 804'];['Elektronika', 'Pomiary, urządzenia pomiarowe', 'Kominki, piece, kotły']
RCS ELEKTRONIK;ul. Wolumen 53 paw.4401-912 Warszawa - Bielany;www.rcs-elektronik.com.pl;None;['tel./fax (22) 835 55 22'];['Elektronika']
Sklep Amator Waldemar Słowiński;ul. Wojewódzka 2/625-536 Kielce;www.amator.kielce.pl;None;['tel./fax (41) 342 67 30'];['Elektronika']
SKORPION Zakład Usług Elektronicznych;ul. Cicha 645-824 Opole;www.wzmacniaczelampowe.prv.pl;None;['tel. (077) 474 64 06'];['Elektronika']
Solutions For Technology Sp. z o.o.;ul. Wspólna 3a45-837 Opole;www.s4tech.pl;None;['tel. (77) 474 32 01', 'tel. (77) 402 41 97'];['Elektronika', 'Informatyka']
Specjalistyczny Zakład Elektroniki MINITRONIK;ul. Spokojna 634-700 Rabka-Zdrój;www.minitronik.region-rabka.pl;None;['kom. 502 701 418'];['Elektronika']
Start System Jacek Strukowicz;ul. Hutnicza 381-212 Gdynia;www.startsystem.com.pl;None;['tel. (58) 733 01 48', 'tel./fax (58) 665 61 24'];['Elektronika']
STATOR;ul. Jankowicka 23/c/3/944-200 Rybnik;www.elektrostator.pl;None;['kom. 699 656 611'];['Elektronika']
Tapal Sp. z o.o.;al. Korfantego 19140-153 Katowice;www.tapal.yoyo.pl;None;['tel. (032) 252 30 89'];['Elektronika', 'Elektrotechnika - sprzęt, usługi', 'Instalacje elektryczne, urządzenia', 'Kable, przewody, światłowody']
TECHNIK Serwis Elektroniki;ul. Oświęcimska 2742-700 Lubliniec;www.serwistechnik.pl;None;['kom. 725 736 469', 'kom. 537 526 996'];['Elektronika']
Tomelektron;ul. Nepalska 952-121 Wrocław - Krzyki;www.tomelektron.pl;None;['tel. (71) 346 43 40', 'kom. 604 089 501'];['Elektronika', 'RTV, wideo - naprawa, sprzedaż, produkcja']
TSTRONIC;ul. Benzynowa 1983-011 Gdańsk;www.tstronic.eu;None;['tel. (58) 322 28 57', 'fax (58) 322 28 30'];['Elektronika']
USB4U.pl;ul. Jagiellońska 3405-120 Legionowo;www.usb4u.pl;None;['tel. (22) 766 34 70', 'tel. (22) 766 34 60', 'fax (22) 766 34 61'];['Elektronika']
VIDEOTRONIC S.c.;ul. Lipowa 1066-003 Zabór;www.videotronic.com.pl;None;['tel./fax (68) 327 40 47', 'tel./fax (68) 327 40 17'];['Elektronika']
WEKTON Electronics;aleja Piłsudskiego 12192-332 Łódź - Widzew;www.wekton.pl;None;['tel. (42) 632 31 03', 'tel. (42) 632 67 83'];['Elektronika', 'Kable, przewody, światłowody']
Woltium BluExport Jarosław Szota;ul. Stawy 502-467 Warszawa - Włochy;woltium.pl;None;['kom. 500 700 171'];['Elektronika']
Z.E.C LABTRONIK;ul. Romanowicza 230-702 Kraków - Podgórze;www.labtronik.com.pl;None;['tel. (12) 269 07 37', 'kom. 791 260 218'];['Elektronika']
Zakład Usługowo-Produkcyjny Bohun Electronic;ul. Paderewskiego 15a/334-300 Żywiec;www.bohunelectronic.prv.pl;None;['tel. (033) 861 45 10', 'fax (033) 866 69 04'];['Elektronika']
ZHU MIKRON S.c.;ul. Braci Wieniawskich 5c20-843 Lublin;www.mikron-sklep.pl;None;['tel. (81) 741 19 99', 'tel. (81) 740 81 11'];['Elektronika', 'Kable, przewody, światłowody']
ZIELENIEWICZ Sklep Elektroniczny;ul. Rzgowska 390-002 Łódź - Śródmieście;www.zieleniewicz.com.pl;None;['tel. (42) 681 79 48', 'fax (42) 682 69 81'];['Elektronika']
Agito S.A.;ul. Mokotowska 100-640 Warszawa - Śródmieście;www.agito.pl;None;['tel. (61) 627 10 20-22'];['AGD - naprawa, sprzedaż, produkcja', 'Komputery, oprogramowanie', 'Artykuły szkolne, biurowe', 'Elektronika', 'Odzież damska']
ALBK Bartłomiej Kleczewski;ul. Trzebiatowska 5160-432 Poznań;www.albk.pl;None;['kom. 607 382 476'];['Domofony i wideodomofony', 'Alarmy, zabezpieczenia antywłamaniowe', 'Elektronika', 'Inteligentny dom, automatyka budynkowa']
ALLTRONIX Radosław Paluch;ul. Błogosławionej Królowej Jadwigi 38/170-307 Szczecin;www.alltronix.pl;None;['tel. (91) 444 08 15'];['Elektronika i elektromechanika samochodowa', 'Elektronika', 'RTV, wideo - naprawa, sprzedaż, produkcja']
AMT;ul. Dzierżoniowska 1457-100 Strzelin;www.amt-alarmy.pl;None;['tel. (71) 393 22 01-02', 'fax (71) 392 00 63', 'kom. 663 932 203'];['Alarmy, zabezpieczenia antywłamaniowe', 'Alarmy samochodowe', 'Elektronika']
ANTRONIK;ul. Nankera 16641-949 Piekary Śląskie;antronik.prv.pl;None;['tel. (32) 767 80 82', 'kom. 507 418 825', 'kom. 514 699 463'];['RTV, wideo - naprawa, sprzedaż, produkcja', 'Elektronika', 'Komputery, oprogramowanie']
Arcusem;ul. Tulipanowa 262-080 Tarnowo Podgórne;www.arcusem.com.pl;None;['kom. 515 052 321'];['Automatyka przemysłowa', 'Elektronika', 'Grawerowanie']
ATLANTEC;ul. E.Plater 3664-115 Święciechowa;www.atlantec.pl;None;['kom. 661 894 829'];['Pomiary, urządzenia pomiarowe', 'Elektronika']
Centrum Serwisowe Hda0;ul. Rynkowska 17a85-503 Bydgoszcz;www.hda0.pl;None;['tel. (52) 326 91 10'];['Komputery, oprogramowanie', 'Elektronika']
COMBO Przemysłowe Chłodnictwo Cieczy;ul. Struga 1141-200 Sosnowiec;www.combo.net.pl;None;['tel. (32) 726 72 37', 'kom. 604 425 984'];['Klimatyzacja, wentylacja i chłodnictwo', 'Elektronika', 'Instalacje elektryczne, urządzenia']
Cyberarché;ul. Kopernika05-827 Grodzisk Mazowiecki;www.cyberarche.pl;None;['kom. 512 780 589'];['Informatyka', 'Elektronika', 'Komputery, oprogramowanie']
DMS-Komputery - Elektronika i Informatyka;ul. kard. Stefana Wyszyńskiego 8/2547-100 Strzelce Opolskie;www.dms-komputery.pl;None;['tel. (77) 461 04 91', 'kom. 602 552 187'];['Informatyka', 'Elektronika']
Dongseo Display Poland Sp. z o.o.;ul. Współpracy 155-040 Biskupice Podgórne;None;None;['tel. (71) 758 31 71'];['Motoryzacja, akcesoria, usługi motoryzacyjne', 'Elektronika i elektromechanika samochodowa', 'Elektronika']
ELCAR Elektromechanika i Elektronika Samochodowa inż. Daniel Różycki;Gorajowice 6538-200 Jasło;www.elcar.cba.pl;None;['kom. 600 016 182'];['Elektrotechnika - sprzęt, usługi', 'Elektronika']
Elektromechanika Zenon Nadolny;ul. Kościuszki 101/480-421 Gdańsk;None;None;['kom. 609 626 301'];['Automatyka przemysłowa', 'Elektronika']
ELEKTRON;ul. 1 Maja 3920-410 Lublin;www.elektron.efirmy.pl;None;['tel./fax (81) 743 65 12'];['RTV, wideo - naprawa, sprzedaż, produkcja', 'Elektronika']
Elektroniczne i Elektrotechniczne Artykuły K2;ul. Więckowskiego 3890-734 Łódź - Polesie;www.ka2.toya.net.pl;None;['tel. (42) 250 69 69', 'fax (42) 250 69 68'];['Elektrotechnika - sprzęt, usługi', 'Elektronika']
